Title,City,Filed As,Verdict,Confidence,Real Type,Reason,Proposed Action,Raw Industry,Rating,Reviews,Address,Google Maps Link
AMORE BEAUTY LOUNGE (HOME BASED NAIL STUDIO),Siargao,massage spa,CORRECT,high,nail salon,type 'nail salon' matches massage spa,keep in 'massage spa',Nail salon,5.0,(35),"Purok 5, Poblacion, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/AMORE+BEAUTY+LOUNGE+%28HOME+BASED+NAIL+STUDIO%29/data=!4m7!3m6!1s0x3303f7fbd128a3af:0xde5d9e85ba061bf4!8m2!3d9.7929022!4d126.1525851!16s%2Fg%2F11y9d1r_q3!19sChIJr6Mo0fv3AzMR9BsGuoWeXd4?authuser=0&hl=en&rclk=1
PrimeFit Gym Dapa,Siargao,gym,CORRECT,high,gym,type 'gym' matches gym,keep in 'gym',Gym,4.9,(51),"Q342+RPJ, Dapa, 8417 Surigao del Norte",https://www.google.com/maps/place/PrimeFit+Gym+Dapa/data=!4m7!3m6!1s0x3303f9004d40eee3:0xafb5dc1439975542!8m2!3d9.757189!4d126.051797!16s%2Fg%2F11xkg31ncg!19sChIJ4-5ATQD5AzMRQlWXORTcta8?authuser=0&hl=en&rclk=1
Ocean Brew Siargao,Siargao,public wifi,CORRECT,high,cafe,type 'cafe' matches public wifi,keep in 'public wifi',₱200–400Cafe  Q342+XJ4 Lopez Jaena StClosed  Opens 9 AM,4.3,(20),0963 927 1591,https://www.google.com/maps/place/Ocean+Brew+Siargao/data=!4m7!3m6!1s0x3303f9a98df66e43:0x246371090f3603a5!8m2!3d9.7573755!4d126.0515727!16s%2Fg%2F11fpr0qp_q!19sChIJQ272jan5AzMRpQM2DwlxYyQ?authuser=0&hl=en&rclk=1
Aulea Siargao,Siargao,public wifi,INCORRECT,high,hotel,type 'hotel' is excluded from public wifi,drop from 'public wifi'  (true type: hotel — reclassify there if wanted),Hotel,4.8,(16),0954 384 5909,https://www.google.com/maps/place/Aulea+Siargao/data=!4m7!3m6!1s0x3304090008d909af:0x6a7ae6cc18c6b511!8m2!3d9.8374221!4d126.139227!16s%2Fg%2F11yrg94h2n!19sChIJrwnZCAAJBDMREbXGGMzmemo?authuser=0&hl=en&rclk=1
Pacifico Beach Resort,Siargao,sim card,INCORRECT,high,resort hoteldirections,type 'resort hoteldirections' is not a sim card,drop from 'sim card'  (true type: resort hoteldirections — reclassify there if wanted),"Resort hotelDirections   Free parking Beach access Wi-Fi Airport shuttle  ""next to Cloud",4.6,(361),9 the best surfing spot in Siargao,https://www.google.com/maps/place/Pacifico+Beach+Resort/data=!4m11!3m10!1s0x33040fef7934b4eb:0xace7b535d0380b3c!5m3!1s2026-10-31!4m1!1i2!8m2!3d9.9446496!4d126.102951!16s%2Fg%2F11c603rz_5!19sChIJ67Q0ee8PBDMRPAs40DW156w?authuser=0&hl=en&rclk=1
Puregold Siargao,Siargao,convenience store,CORRECT,high,supermarket,type 'supermarket' matches convenience store,keep in 'convenience store',Supermarket,4.0,(221),"Q3HF+FM3, Dapa, Surigao del Norte",https://www.google.com/maps/place/Puregold+Siargao/data=!4m7!3m6!1s0x3303f914ca25403b:0x1f722a8ef11191fb!8m2!3d9.7786417!4d126.0741586!16s%2Fg%2F11nrtwry0_!19sChIJO0AlyhT5AzMR-5ER8Y4qch8?authuser=0&hl=en&rclk=1
La's Isla Kristina Convenience Store,Siargao,convenience store,CORRECT,high,convenience store,type 'convenience store' matches convenience store,keep in 'convenience store',Convenience store,4.0,(1),"Del Carmen Municipal Road Seaside at Numancia Center Mall Numancia Center Mall Del Carmen Siargao Islands Surigao del Norte Surigao del Norte PH, 8418",https://www.google.com/maps/place/La%27s+Isla+Kristina+Convenience+Store/data=!4m7!3m6!1s0x330401fa75ebe459:0x933b2eb51a4a323d!8m2!3d9.868496!4d125.9690292!16s%2Fg%2F11gkwlxxh7!19sChIJWeTrdfoBBDMRPTJKGrUuO5M?authuser=0&hl=en&rclk=1
Prince Hypermart Siargao,Siargao,convenience store,CORRECT,high,supermarket,type 'supermarket' matches convenience store,keep in 'convenience store',Supermarket,4.1,(23),"Poblacion 12, Dapa, 8417 Surigao del Norte",https://www.google.com/maps/place/Prince+Hypermart+Siargao/data=!4m7!3m6!1s0x3303f91b3cf14f47:0x658e5aaf20b9c8ab!8m2!3d9.7612747!4d126.046843!16s%2Fg%2F11w_hybprk!19sChIJR0_xPBv5AzMRq8i5IK9ajmU?authuser=0&hl=en&rclk=1
Juan & Juanita,Siargao,convenience store,INCORRECT,high,ice cream shop,type 'ice cream shop' is excluded from convenience store,drop from 'convenience store'  (true type: ice cream shop — reclassify there if wanted),Ice cream shop,5.0,(215),"Siargao Town Center : Brgy. Osmeña Dapa, Siargao Island, 8417 Surigao del Norte",https://www.google.com/maps/place/Juan+%26+Juanita/data=!4m7!3m6!1s0x3303f9fe43469c2f:0x1995ef88a7ab13ee!8m2!3d9.7786576!4d126.0739492!16s%2Fg%2F11nb4m5t9y!19sChIJL5xGQ_75AzMR7hOrp4jvlRk?authuser=0&hl=en&rclk=1
Kriscarl General Merchandise,Siargao,convenience store,CORRECT,high,supermarket,type 'supermarket' matches convenience store,keep in 'convenience store',Supermarket,5.0,(1),"VXC9+WPV, Del Carmen, Surigao del Norte",https://www.google.com/maps/place/Kriscarl+General+Merchandise/data=!4m7!3m6!1s0x3304010df7348dff:0xc6a7745a882b4287!8m2!3d9.8723669!4d125.9692936!16s%2Fg%2F11g9q1hdx6!19sChIJ_4009w0BBDMRh0IriFp0p8Y?authuser=0&hl=en&rclk=1
Sapporo Swirl Siargao,Siargao,convenience store,INCORRECT,high,ice cream shop,type 'ice cream shop' is excluded from convenience store,drop from 'convenience store'  (true type: ice cream shop — reclassify there if wanted),Ice cream shop,4.1,(24),"Tourism Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Sapporo+Swirl+Siargao/data=!4m7!3m6!1s0x3303f72ea980f223:0x3ed2bafb67a6d443!8m2!3d9.7890888!4d126.1619134!16s%2Fg%2F11yjv5d5yk!19sChIJI_KAqS73AzMRQ9SmZ_u60j4?authuser=0&hl=en&rclk=1
WHITE BEARD COFFEE SHOP ( SIARGAO TOWN CENTER BRANCH ),Siargao,convenience store,INCORRECT,high,coffee shop,type 'coffee shop' is excluded from convenience store,drop from 'convenience store'  (true type: coffee shop — reclassify there if wanted),Coffee shop,4.7,(44),"Siargao Town Center, Osmeña, Dapa, 8417 Surigao del Norte",https://www.google.com/maps/place/WHITE+BEARD+COFFEE+SHOP+%28+SIARGAO+TOWN+CENTER+BRANCH+%29/data=!4m7!3m6!1s0x3303f9002ae08273:0x2a3dc8321945338f!8m2!3d9.7785621!4d126.0738455!16s%2Fg%2F11y3vwwy_b!19sChIJc4LgKgD5AzMRjzNFGTLIPSo?authuser=0&hl=en&rclk=1
Meraki Bakery and Coffee,Siargao,convenience store,INCORRECT,high,coffee shop,type 'coffee shop' is excluded from convenience store,drop from 'convenience store'  (true type: coffee shop — reclassify there if wanted),Coffee shop,5.0,(135),"W3QR+X3, San Isidro, Surigao del Norte",https://www.google.com/maps/place/Meraki+Bakery+and+Coffee/data=!4m7!3m6!1s0x33040f0070b76087:0xa70a1558fad4b9dc!8m2!3d9.939982!4d126.09021!16s%2Fg%2F11mt65ghj1!19sChIJh2C3cAAPBDMR3LnU-lgVCqc?authuser=0&hl=en&rclk=1
Siargao local bread,Siargao,convenience store,INCORRECT,high,bakery,type 'bakery' is excluded from convenience store,drop from 'convenience store'  (true type: bakery — reclassify there if wanted),Bakery,4.5,(4),"W2GV+96, San Isidro, Surigao del Norte",https://www.google.com/maps/place/Siargao+local+bread/data=!4m7!3m6!1s0x3304054133886523:0x8a63d2302be67d24!8m2!3d9.9143468!4d126.0438875!16s%2Fg%2F11v9s52dxh!19sChIJI2WIM0EFBDMRJH3mKzDSY4o?authuser=0&hl=en&rclk=1
DT General Merchandise,Siargao,convenience store,CORRECT,high,supermarket,type 'supermarket' matches convenience store,keep in 'convenience store',Supermarket,4.3,(3),"Burgos, Corner Jacinto Zamora St, Dapa, Surigao del Norte",https://www.google.com/maps/place/DT+General+Merchandise/data=!4m7!3m6!1s0x3303f9b768ace61b:0x21cda88b2fe60f65!8m2!3d9.7582031!4d126.0513572!16s%2Fg%2F11j8dzjcnb!19sChIJG-asaLf5AzMRZQ_mL4uozSE?authuser=0&hl=en&rclk=1
Timpla Siargao Coffee Shop,Siargao,convenience store,INCORRECT,high,coffee shop,type 'coffee shop' is excluded from convenience store,drop from 'convenience store'  (true type: coffee shop — reclassify there if wanted),Coffee shop,4.8,(25),"Poblacion 12 National Highway, Dapa, 8419 Surigao del Norte",https://www.google.com/maps/place/Timpla+Siargao+Coffee+Shop/data=!4m7!3m6!1s0x3304096c241093ab:0x70f23931edc5be1f!8m2!3d9.7604412!4d126.047335!16s%2Fg%2F11y3b8cwwm!19sChIJq5MQJGwJBDMRH77F7TE58nA?authuser=0&hl=en&rclk=1
Carretera Surf & Café,Siargao,convenience store,INCORRECT,high,coffee shop,type 'coffee shop' is excluded from convenience store,drop from 'convenience store'  (true type: coffee shop — reclassify there if wanted),Coffee shop,5.0,(36),"Paradise surf spot, Union Rd, Dapa, 8417 Surigao del Norte",https://www.google.com/maps/place/Carretera+Surf+%26+Caf%C3%A9/data=!4m7!3m6!1s0x3303f78a3a50ae7d:0x1fa22ead0c9f20d3!8m2!3d9.7508449!4d126.099988!16s%2Fg%2F11yrdpzyzc!19sChIJfa5QOor3AzMR0yCfDK0uoh8?authuser=0&hl=en&rclk=1
"KenZen Trading - Dapa, SIARGAO",Siargao,convenience store,CORRECT,high,food products supplier,type 'food products supplier' matches convenience store,keep in 'convenience store',Food products supplier,5.0,(1),"Barangay 12 Rizal St, Dapa, 8417 Surigao del Norte","https://www.google.com/maps/place/KenZen+Trading+-+Dapa,+SIARGAO/data=!4m7!3m6!1s0x3303f98eafae395d:0x8f92ba90a32f3bbf!8m2!3d9.7589252!4d126.0501014!16s%2Fg%2F11scbmrx35!19sChIJXTmur475AzMRvzsvo5C6ko8?authuser=0&hl=en&rclk=1"
HomeBreak Cafe Siargao,Siargao,convenience store,INCORRECT,high,coffee shop,type 'coffee shop' is excluded from convenience store,drop from 'convenience store'  (true type: coffee shop — reclassify there if wanted),Coffee shop,5.0,(16),"Purok 4 Santa Fe, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/HomeBreak+Cafe+Siargao/data=!4m7!3m6!1s0x3304095ed3bdcf27:0xdedc6884099f45c9!8m2!3d9.8396246!4d126.1334287!16s%2Fg%2F11m6kgsb_m!19sChIJJ8-9014JBDMRyUWfCYRo3N4?authuser=0&hl=en&rclk=1
Asuncion’s Purple Hub - Siargao,Siargao,convenience store,INCORRECT,high,cake shop,type 'cake shop' is excluded from convenience store,drop from 'convenience store'  (true type: cake shop — reclassify there if wanted),Cake shop,5.0,(1),"Apolinario Mabini St, Dapa, 8417 Surigao del Norte",https://www.google.com/maps/place/Asuncion%E2%80%99s+Purple+Hub+-+Siargao/data=!4m7!3m6!1s0x3303f9ad0fdc38a5:0xfe337b1ceb3a610e!8m2!3d9.7568293!4d126.0504114!16s%2Fg%2F11tx_sz0v6!19sChIJpTjcD635AzMRDmE66xx7M_4?authuser=0&hl=en&rclk=1
Shelves Siargao Convenience Store,Siargao,convenience store,INCORRECT,medium,convenience store,business not operating,drop from 'convenience store'  (true type: convenience store — reclassify there if wanted),Convenience store  Across Bed & brew Dapa - General Luna RdPermanently closed,3.7,(12),"Across Bed & brew, Dapa - General Luna Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Shelves+Siargao+Convenience+Store/data=!4m7!3m6!1s0x3303f7338d2ba4d3:0x2680763f37f9ddac!8m2!3d9.7931779!4d126.1611891!16s%2Fg%2F11y49jz8pp!19sChIJ06QrjTP3AzMRrN35Nz92gCY?authuser=0&hl=en&rclk=1
Nearby Coffee Siargao,Siargao,convenience store,INCORRECT,high,coffee shop,type 'coffee shop' is excluded from convenience store,drop from 'convenience store'  (true type: coffee shop — reclassify there if wanted),Coffee shop,5.0,(35),"Purok 3 Tourism Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Nearby+Coffee+Siargao/data=!4m7!3m6!1s0x3303f7df88d12beb:0x61683e9da35332c3!8m2!3d9.784885!4d126.1596036!16s%2Fg%2F11vdq51tct!19sChIJ6yvRiN_3AzMRwzJTo50-aGE?authuser=0&hl=en&rclk=1
Current Siargao,Siargao,convenience store,INCORRECT,high,coffee shop,type 'coffee shop' is excluded from convenience store,drop from 'convenience store'  (true type: coffee shop — reclassify there if wanted),Coffee shop,5.0,(9),"Barangay, Tourism Rd, Catangnan, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Current+Siargao/data=!4m7!3m6!1s0x33040953814389d3:0xc6ec5d3c26b52610!8m2!3d9.7971606!4d126.1611488!16s%2Fg%2F11tnh_1pmz!19sChIJ04lDgVMJBDMRECa1Jjxd7MY?authuser=0&hl=en&rclk=1
"Passenger Comfort Room, Dapa Port",Siargao,public restroom,CORRECT,medium,,name reads as public restroom,keep in 'public restroom',,4.7,(3),,"https://www.google.com/maps/place/Passenger+Comfort+Room,+Dapa+Port/data=!4m7!3m6!1s0x3303f9a18b8b4a93:0xa16b9d460b0574be!8m2!3d9.7551676!4d126.0509585!16s%2Fg%2F11c4ydz50z!19sChIJk0qLi6H5AzMRvnQFC0ada6E?authuser=0&hl=en&rclk=1"
Tropical Nomad Siargao,Siargao,luggage storage,CORRECT,high,luggage store,type 'luggage store' matches luggage storage,keep in 'luggage storage',Luggage store,5.0,(10),"Q5P6+6FH, General Luna, Surigao del Norte",https://www.google.com/maps/place/Tropical+Nomad+Siargao/data=!4m7!3m6!1s0x3303f7006eb9a427:0x29aee009b403d347!8m2!3d9.7855637!4d126.1612369!16s%2Fg%2F11mrkw09c4!19sChIJJ6S5bgD3AzMRR9MDtAngrik?authuser=0&hl=en&rclk=1
Siargao Car Rental Services,Siargao,transportation,INCORRECT,medium,car rental agency,name implies not a real transportation,drop from 'transportation'  (true type: car rental agency — reclassify there if wanted),Car rental agency,5.0,(5),"purok 3, Del Carmen, poblacion, Del Carmen, 8418 Surigao del Norte",https://www.google.com/maps/place/Siargao+Car+Rental+Services/data=!4m7!3m6!1s0x330401ffbb207095:0xcf2e0c632c692d09!8m2!3d9.8692747!4d125.9710084!16s%2Fg%2F11y4b060zy!19sChIJlXAgu_8BBDMRCS1pLGMMLs8?authuser=0&hl=en&rclk=1
Port of Caub,Siargao,transportation,CORRECT,medium,cruise terminal,name reads as transportation,keep in 'transportation',Cruise terminal,5.0,(1),"VVVW+V53, Del Carmen, Surigao del Norte",https://www.google.com/maps/place/Port+of+Caub/data=!4m7!3m6!1s0x3306aa17889b4787:0x9dcd28ab29d96047!8m2!3d9.8946264!4d125.8954304!16s%2Fg%2F11f1rr6l1x!19sChIJh0ebiBeqBjMRR2DZKasozZ0?authuser=0&hl=en&rclk=1
Isla Siargao Motorbike Rental,Siargao,transportation,INCORRECT,medium,motorcycle rental agency,name implies not a real transportation,drop from 'transportation'  (true type: motorcycle rental agency — reclassify there if wanted),Motorcycle rental agency,4.7,(52),"Siargao Airport Siargao Island, Brgy Sayak, Del Carmen, 8418 Surigao del Norte",https://www.google.com/maps/place/Isla+Siargao+Motorbike+Rental/data=!4m7!3m6!1s0x330407f7b769656b:0x86be29e0ae17f84f!8m2!3d9.8577972!4d126.0167634!16s%2Fg%2F11trrg1jgs!19sChIJa2Vpt_cHBDMRT_gXruApvoY?authuser=0&hl=en&rclk=1
Siargao Van For Hire,Siargao,transportation,CORRECT,medium,tour operator,name reads as transportation,keep in 'transportation',Tour operator,4.5,(8),"3349+526, Santa Monica (Sapao), Surigao del Norte",https://www.google.com/maps/place/Siargao+Van+For+Hire/data=!4m7!3m6!1s0x3304192e920aa1c9:0xed2f62e206b394a5!8m2!3d10.0554075!4d126.0675269!16s%2Fg%2F11h07xvg_3!19sChIJyaEKki4ZBDMRpZSzBuJiL-0?authuser=0&hl=en&rclk=1
San Isidro Bridge,Siargao,transportation,INCORRECT,high,bridge,type 'bridge' is not a transportation,drop from 'transportation'  (true type: bridge — reclassify there if wanted),Bridge,4.8,(6),"W3QQ+4R2, Siargao Circumferential Rd, San Isidro, Surigao del Norte",https://www.google.com/maps/place/San+Isidro+Bridge/data=!4m7!3m6!1s0x33040f383ac5307f:0x1c186d33e859a92d!8m2!3d9.9377529!4d126.0895179!16s%2Fg%2F11rglwgj0x!19sChIJfzDFOjgPBDMRLalZ6DNtGBw?authuser=0&hl=en&rclk=1
Camiel Sulima Motor Bike Rental,Siargao,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(104),"sayak, Sayak Airport, Del Carmen, 8418 Surigao del Norte",https://www.google.com/maps/place/Camiel+Sulima+Motor+Bike+Rental/data=!4m7!3m6!1s0x3304078c2e659ae3:0xf631df4b186a0af1!8m2!3d9.8575918!4d126.0164351!16s%2Fg%2F11wfvk5kc1!19sChIJ45plLowHBDMR8QpqGEvfMfY?authuser=0&hl=en&rclk=1
Teban Sayak Siargao Airport Motor and Car Rental,Siargao,scooter rental,CORRECT,high,transportation service,"type 'transportation service', but name reads as scooter rental",keep in 'scooter rental',Transportation service,4.9,(54),"sayak, Siargao Circumferential Rd, Del Carmen, 8418 Surigao del Norte",https://www.google.com/maps/place/Teban+Sayak+Siargao+Airport+Motor+and+Car+Rental/data=!4m7!3m6!1s0x3304074da68356a7:0xbdc3d94196e0b189!8m2!3d9.8576934!4d126.0168475!16s%2Fg%2F11x0mtzq1l!19sChIJp1aDpk0HBDMRibHglkHZw70?authuser=0&hl=en&rclk=1
Dave motorbike rental siargao,Siargao,scooter rental,CORRECT,high,car rental agency,type 'car rental agency' matches scooter rental,keep in 'scooter rental',Car rental agency,5.0,(52),"Brgy, Del Carmen, 8418 Surigao del Norte",https://www.google.com/maps/place/Dave+motorbike+rental+siargao/data=!4m7!3m6!1s0x3304078f1ad9f877:0xed51e44944ad557b!8m2!3d9.8576404!4d126.0166108!16s%2Fg%2F11z2t2105m!19sChIJd_jZGo8HBDMRe1WtREnkUe0?authuser=0&hl=en&rclk=1
Touchdown Siargao Moto Rentals,Siargao,scooter rental,CORRECT,high,rideshare pickup location,"type 'rideshare pickup location', but name reads as scooter rental",keep in 'scooter rental',Rideshare pickup location,5.0,(35),"Sayak Airport, Del Carmen, Surigao del Norte",https://www.google.com/maps/place/Touchdown+Siargao+Moto+Rentals/data=!4m7!3m6!1s0x3304070036c5f4fd:0xafc01a3c32d26298!8m2!3d9.8576774!4d126.0165528!16s%2Fg%2F11z2lvwxg0!19sChIJ_fTFNgAHBDMRmGLSMjwawK8?authuser=0&hl=en&rclk=1
Triple Rock Motorcycle Rental,Siargao,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(2),"Barangay Sayak Siargao Airport, Del Carmen, 8418 Surigao del Norte",https://www.google.com/maps/place/Triple+Rock+Motorcycle+Rental/data=!4m7!3m6!1s0x33041b836ad66c81:0xbe5bf00827073371!8m2!3d9.8576804!4d126.0162403!16s%2Fg%2F11x2snsrzb!19sChIJgWzWaoMbBDMRcTMHJwjwW74?authuser=0&hl=en&rclk=1
Siargao Airport Rent-to-Go,Siargao,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(3),"V258+6QW, Sayak Airport, Del Carmen, Surigao del Norte",https://www.google.com/maps/place/Siargao+Airport+Rent-to-Go/data=!4m7!3m6!1s0x330407001719b5b7:0x6b0650f0dfeb0213!8m2!3d9.8581031!4d126.0169508!16s%2Fg%2F11x63d252g!19sChIJt7UZFwAHBDMREwLr3_BQBms?authuser=0&hl=en&rclk=1
Siargao Neil Motor-Bike Rental,Siargao,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(1),"Brgy, Del Carmen, 8418 Surigao del Norte",https://www.google.com/maps/place/Siargao+Neil+Motor-Bike+Rental/data=!4m7!3m6!1s0x330407fd84543c9b:0x27ec00aa7a648cb3!8m2!3d9.8577305!4d126.0168453!16s%2Fg%2F11xth3pqjr!19sChIJmzxUhP0HBDMRs4xkeqoA7Cc?authuser=0&hl=en&rclk=1
Ronnie's Motorbike Rental,Siargao,scooter rental,CORRECT,high,rental car return location,type 'rental car return location' matches scooter rental,keep in 'scooter rental',Rental car return location,3.9,(7),"Siargao, Ronie Sulapas, Sayak Airport, Del Carmen, 8418 Surigao del Norte",https://www.google.com/maps/place/Ronnie%27s+Motorbike+Rental/data=!4m7!3m6!1s0x3304010f65b6ce6b:0x96182804cd3c7b0a!8m2!3d9.878348!4d126.0104846!16s%2Fg%2F11wfqjs2h6!19sChIJa862ZQ8BBDMRCns8zQQoGJY?authuser=0&hl=en&rclk=1
Sayak Motor Bike Rent,Siargao,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,3.5,(15),"Sayak Airport, Del Carmen, 8418 Surigao del Norte",https://www.google.com/maps/place/Sayak+Motor+Bike+Rent/data=!4m7!3m6!1s0x33040712b6808f1b:0x1e695fa9d2a824c2!8m2!3d9.8652839!4d126.0158113!16s%2Fg%2F11jmwdx0gd!19sChIJG4-AthIHBDMRwiSo0qlfaR4?authuser=0&hl=en&rclk=1
Ilihan ATV Rental in Siargao,Siargao,scooter rental,INCORRECT,high,adventure sports center,type 'adventure sports center' is not a scooter rental,drop from 'scooter rental'  (true type: adventure sports center — reclassify there if wanted),Adventure sports center,4.7,(24),"Del Carmen, 8418 Surigao del Norte",https://www.google.com/maps/place/Ilihan+ATV+Rental+in+Siargao/data=!4m7!3m6!1s0x330407c2cfb94c63:0x7faa47d0181c9a09!8m2!3d9.8910665!4d126.0195174!16s%2Fg%2F11qsbg48rn!19sChIJY0y5z8IHBDMRCZocGNBHqn8?authuser=0&hl=en&rclk=1
Offroad Motor shop Siargao Ph.,Siargao,scooter rental,INCORRECT,high,motorcycle repair shop,type 'motorcycle repair shop' is not a scooter rental,drop from 'scooter rental'  (true type: motorcycle repair shop — reclassify there if wanted),Motorcycle repair shop,4.2,(10),"San Isidro, 8421 Surigao del Norte",https://www.google.com/maps/place/Offroad+Motor+shop+Siargao+Ph./data=!4m7!3m6!1s0x33040f006e86dbdd:0xa75152755746c792!8m2!3d9.9386138!4d126.0949226!16s%2Fg%2F11vsbnd412!19sChIJ3duGbgAPBDMRksdGV3VSUac?authuser=0&hl=en&rclk=1
Bureau of Immigration - Surigao Immigration Field Office,Siargao,embassy,INCORRECT,high,government office,type 'government office' is not a embassy,drop from 'embassy'  (true type: government office — reclassify there if wanted),Government office,4.5,(21),"Luna, Surigao, 8400 Surigao del Norte",https://www.google.com/maps/place/Bureau+of+Immigration+-+Surigao+Immigration+Field+Office/data=!4m7!3m6!1s0x33013729860575bb:0x497fb9fb152af807!8m2!3d9.7639379!4d125.4840402!16s%2Fg%2F11c5b1g530!19sChIJu3UFhik3ATMRB_gqFfu5f0k?authuser=0&hl=en&rclk=1
Eco-Oil Siargao,Siargao,gas station,CORRECT,high,gas station,type 'gas station' matches gas station,keep in 'gas station',Gas station  Q3F9+226 Siargao Circumferential RdOpen  Closes 9 PM,4.5,(2),0985 031 3105,https://www.google.com/maps/place/Eco-Oil+Siargao/data=!4m7!3m6!1s0x3303f914812f592b:0x4145e59eb4cda9!8m2!3d9.7725297!4d126.0675273!16s%2Fg%2F11j33836xf!19sChIJK1kvgRT5AzMRqc20nuVFQQA?authuser=0&hl=en&rclk=1
Prince Fuel Station,Siargao,gas station,CORRECT,high,gas station,type 'gas station' matches gas station,keep in 'gas station',Gas station  R2X9+2QM brgyOpen  Closes 6:37 PM,5.0,(3),0909 626 1256,https://www.google.com/maps/place/Prince+Fuel+Station/data=!4m7!3m6!1s0x330407ae55d1d7ef:0xb418c28ebff8a1c4!8m2!3d9.84759!4d126.0194183!16s%2Fg%2F11k35t4mcq!19sChIJ79fRVa4HBDMRxKH4v47CGLQ?authuser=0&hl=en&rclk=1
Nier Gasoline Station,Siargao,gas station,CORRECT,high,gas station,type 'gas station' matches gas station,keep in 'gas station',Gas station  Siargao Circumferential RdOpens soon  5:30 AM,4.3,(3),0977 137 3013,https://www.google.com/maps/place/Nier+Gasoline+Station/data=!4m7!3m6!1s0x330409f2507f0231:0x421ee14b12b26c56!8m2!3d9.8662535!4d126.0977999!16s%2Fg%2F11v0b9l6q0!19sChIJMQJ_UPIJBDMRVmyyEkvhHkI?authuser=0&hl=en&rclk=1
National Book Store - Siargao,Siargao,post office,INCORRECT,high,book store,type 'book store' is not a post office,drop from 'post office'  (true type: book store — reclassify there if wanted),Book store,3.8,(5),"Siargao Island, Dapa - Gen. Luna Road National Highway 2nd Floor Siargao Town Center Brgy, Osmeña, Dapa, 8419 Surigao del Norte",https://www.google.com/maps/place/National+Book+Store+-+Siargao/data=!4m7!3m6!1s0x3303f9002a60841b:0x7ca286dff42563ab!8m2!3d9.7783244!4d126.074796!16s%2Fg%2F11vqyd2wn_!19sChIJG4RgKgD5AzMRq2Ml9N-Gonw?authuser=0&hl=en&rclk=1
Numancia Tourism Center,Siargao,tourist information,INCORRECT,medium,tourist information center,name implies not a real tourist information,drop from 'tourist information'  (true type: tourist information center — reclassify there if wanted),Tourist information center,3.9,(49),"VX99+75M, Del Carmen, Surigao del Norte",https://www.google.com/maps/place/Numancia+Tourism+Center/data=!4m7!3m6!1s0x3304010f9671e795:0x1d17d3cf35949f96!8m2!3d9.8682226!4d125.9679119!16s%2Fg%2F11f0ksmntg!19sChIJledxlg8BBDMRlp-UNc_TFx0?authuser=0&hl=en&rclk=1
Sapa sa Maasin River,Siargao,tourist information,INCORRECT,high,tourist attraction,type 'tourist attraction' is not a tourist information,drop from 'tourist information'  (true type: tourist attraction — reclassify there if wanted),Tourist attraction,4.3,(110),"R3C4+MF6, Pilar, Surigao del Norte",https://www.google.com/maps/place/Sapa+sa+Maasin+River/data=!4m7!3m6!1s0x330407bf19e6ab0b:0x9f1f65dca83eb477!8m2!3d9.8216504!4d126.0561258!16s%2Fg%2F11h1ywm682!19sChIJC6vmGb8HBDMRd7Q-qNxlH58?authuser=0&hl=en&rclk=1
Kangkangon Island,Siargao,tourist information,INCORRECT,high,tourist attraction,type 'tourist attraction' is not a tourist information,drop from 'tourist information'  (true type: tourist attraction — reclassify there if wanted),Tourist attraction,4.7,(9),"XX9F+RF3, San Benito",https://www.google.com/maps/place/Kangkangon+Island/data=!4m7!3m6!1s0x33040373e964cba1:0xe03a95db6ea8005c!8m2!3d9.9695074!4d125.9736787!16s%2Fg%2F11pxhwt5kq!19sChIJoctk6XMDBDMRXACobtuVOuA?authuser=0&hl=en&rclk=1
Litik Maasin River- Siargao,Siargao,tourist information,REVIEW,low,,Industry blank — cannot judge,human review — no type signal,,4.9,(9),"R3C4+HFW, Siargao Circumferential Rd, Pilar, Surigao del Norte",https://www.google.com/maps/place/Litik+Maasin+River-+Siargao/data=!4m7!3m6!1s0x33040720ad30956d:0xa1d9f1fafc57c5db!8m2!3d9.8214908!4d126.0562069!16s%2Fg%2F11scj6_3v7!19sChIJbZUwrSAHBDMR28VX_Prx2aE?authuser=0&hl=en&rclk=1
